norad_id,name,constellation,orbit_type,maneuver_type,delta_period_min,delta_inclination,delta_eccentricity,curr_period_min,curr_inclination,curr_eccentricity,prev_fetched_at,curr_fetched_at,prev_epoch,curr_epoch
66678,LEMUR-2-DEANANDMAEVE,"",LEO,PLANE_CHANGE,0,-0.0100021,4e-06,94.81,97.42,0.000451,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.63671608,26093.16379622
57624,LUDI TANCE-4 01A,"",GEO,PLANE_CHANGE,0.0198975,-0.0100002,-5.4e-05,1436.07,15.15,0.000417,2026-03-28 17:37:00+00,2026-03-31 04:08:00+00,26082.79837838,26088.81448573
35362,MEASAT-3A,"",GEO,PLANE_CHANGE,-0.0300293,0.04,-3.99997e-06,1436.09,0.05,0.000319,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.60531016,26093.20964080
38552,METEOSAT-10 (MSG-3),"",GEO,PLANE_CHANGE,0,0.0100002,-9.99993e-07,1436.08,4.5,0.000243,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.25098471,26093.23586125
62455,NUVIEW ALPHA,"",GEO,PLANE_CHANGE,-0.0200195,-0.01,-1.7e-05,1436.09,0.06,0.000171,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.19211583,26093.17266853
40348,O3B FM10,"",MEO,PLANE_CHANGE,0,-0.01,1.99999e-06,287.93,0.04,0.000271,2026-03-28 19:48:00+00,2026-03-30 19:22:00+00,26086.40408949,26088.40299652
48237,ONEWEB-0194,OneWeb,LEO,PLANE_CHANGE,0,0.0100021,2.99999e-06,109.55,87.9,0.000183,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.31650620,26093.00156592
48225,ONEWEB-0204,OneWeb,LEO,PLANE_CHANGE,0,-0.0100021,1.00001e-06,109.55,87.89,0.000136,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.88184173,26093.11019487
48227,ONEWEB-0206,OneWeb,LEO,PLANE_CHANGE,0,-0.0100021,-1.5e-05,109.55,87.89,0.000174,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.83031810,26093.28702811
48785,ONEWEB-0240,OneWeb,LEO,PLANE_CHANGE,-0.0199966,0.0100021,-8.9e-05,109.44,87.9,0.000107,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.88620913,26092.96194877
56722,ONEWEB-0694,OneWeb,LEO,PLANE_CHANGE,0,0.0100021,0,109.37,87.91,0.000134,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89744155,26092.97343839
40146,OPTUS 10,"",GEO,PLANE_CHANGE,0,-0.04,4e-06,1436.11,0.05,0.000207,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.83115240,26093.21780858
44339,PROX-1,"",LEO,PLANE_CHANGE,0,0.0100002,1.00001e-06,96.72,24,0.000571,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.76834781,26093.10346268
61562,QIANFAN-29,Qianfan,LEO,PLANE_CHANGE,0,0.0100021,1.00001e-06,106.58,88.98,0.001193,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90529356,26093.27559453
61567,QIANFAN-34,Qianfan,LEO,PLANE_CHANGE,0,0.0100021,-3.99997e-06,102.68,88.98,0.000531,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96572619,26093.25112773
44910,SHIJIAN-20 (SJ-20),"",GEO,PLANE_CHANGE,-0.0100098,0.0100002,1.2e-05,1438.75,4.73,0.000276,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.62046463,26092.61866132
62485,SHIJIAN-25 (SJ-25),"",GEO,PLANE_CHANGE,0.0299072,0.0100002,-8.99984e-06,1436.21,4.94,0.004953,2026-04-02 05:15:00+00,2026-04-03 05:07:00+00,26091.63447082,26092.74755655
46572,STARLINK-1531,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,7.00002e-06,91.78,53.05,0.000483,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26093.00003472,26093.33335648
46347,STARLINK-1547,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.1e-05,91.76,53.03,0.000343,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26093.00003472,26093.20691474
47361,STARLINK-2071,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,2.3e-05,95.56,53.06,0.00014,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.80465992,26092.93718519
47371,STARLINK-2088,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2.99999e-06,95.35,53.08,0.000149,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.88110618,26093.01346351
47377,STARLINK-2097,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2e-06,95.28,53.07,0.000128,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89005603,26093.02231617
47407,STARLINK-2134,Starlink,LEO,PLANE_CHANGE,0,0.0100021,6e-06,95.59,53.06,0.000135,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.79026038,26093.25468251
47408,STARLINK-2135,Starlink,LEO,PLANE_CHANGE,-0.0299988,-0.0100021,7.2e-05,95.54,53.05,9.4e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.82681373,26093.22456181
48581,STARLINK-2235,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-4e-05,95.59,53.05,0.000151,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92617074,26093.12520733
48584,STARLINK-2238,Starlink,LEO,PLANE_CHANGE,-0.0499954,-0.0100021,1.4e-05,92.23,53.05,0.000148,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.33335648
48586,STARLINK-2241,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-8e-06,95.59,53.05,0.000131,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.82435722,26093.08974384
48592,STARLINK-2249,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,-1.7e-05,94.38,53.06,0.000114,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.33335648
47789,STARLINK-2315,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1e-05,95.59,53.06,0.000116,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.38110974,26093.24362196
47796,STARLINK-2373,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-5.00001e-06,95.59,53.05,0.000129,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.80868471,26093.27311414
47837,STARLINK-2427,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-1.00001e-06,95.59,53.06,0.000129,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.77550435,26093.30628298
48128,STARLINK-2469,Starlink,LEO,PLANE_CHANGE,0,0.0100021,8e-06,94.73,53.11,0.000102,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.98390627,26093.11540243
48306,STARLINK-2523,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-4.99999e-06,95.59,53.05,0.000146,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92478803,26093.05748045
57875,STARLINK-30434,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0.000296,94.27,43.02,0.000514,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.54907581,26092.87601428
58194,STARLINK-30830,Starlink,LEO,PLANE_CHANGE,0,0.0199966,0.000391,94.27,43.01,0.000436,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.78204238,26093.17435789
49421,STARLINK-3112,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-7e-06,95.44,53.21,0.000121,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.77912930,26093.30904977
58767,STARLINK-31140,Starlink,LEO,PLANE_CHANGE,0,0.0199966,1.8e-05,94.1,53.17,9.4e-05,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.48303971,26092.87492182
49453,STARLINK-3129,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1e-06,95.44,53.21,0.000117,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.32840212,26093.25576014
51111,STARLINK-3173,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0,95.44,53.21,0.000117,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.52979584,26092.52337715
51464,STARLINK-3189,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.3e-05,95.44,53.21,0.000176,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93646588,26093.20142812
59942,STARLINK-31900,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0200005,-0.000428,94.27,43,0.000148,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.60206032,26093.25001157
50201,STARLINK-3255,Starlink,LEO,PLANE_CHANGE,-0.0100021,-0.0100021,-2.3e-05,90.86,53.19,0.000431,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.33335648
50199,STARLINK-3270,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-1.7e-05,95.44,53.22,0.000119,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.37343317,26093.30076157
51105,STARLINK-3350,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.00001e-06,95.44,53.21,0.000153,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95761713,26093.22258906
51109,STARLINK-3358,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.3e-05,95.44,53.21,0.000187,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.24370939,26093.23730621
51152,STARLINK-3364,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,5.2e-05,95.44,53.21,0.000169,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.67973943,26093.27590493
51104,STARLINK-3366,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-0.000117,95.44,53.22,7.2e-05,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26091.98980699,26092.51971132
51126,STARLINK-3386,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,8e-05,95.44,53.21,0.00027,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.67063091,26093.26678538
51125,STARLINK-3387,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,5.8e-05,95.44,53.21,0.000215,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.53078911,26093.25943106
51131,STARLINK-3388,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000229,95.44,53.21,0.000309,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26091.98888154,26093.24742506
51117,STARLINK-3391,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1e-05,95.44,53.22,0.000131,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.50129657,26093.22993575
51132,STARLINK-3393,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0.000122,95.44,53.22,0.000241,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.25751764,26093.25112135
51129,STARLINK-3396,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.7e-05,95.44,53.21,0.000146,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.54182903,26093.27046160
51115,STARLINK-3397,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2.9e-05,95.44,53.22,0.000129,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.52707202,26093.25571260
64344,STARLINK-33977,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,3.7e-05,96.11,70,0.000197,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92411480,26093.05763879
51120,STARLINK-3398,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2e-06,95.44,53.22,0.000137,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.63474679,26092.96594120
63935,STARLINK-34005,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000132,96.11,70,0.000405,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.62648278,26093.02703969
64037,STARLINK-34008,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-0.000204,96.11,70.01,6.7e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.20463731
51465,STARLINK-3401,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2e-06,95.44,53.22,0.000163,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93278899,26093.19777747
64314,STARLINK-34354,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,5.3e-05,96.1,70.01,0.000413,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.41674695,26093.21786144
64436,STARLINK-34396,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.8e-05,96.11,70,0.000269,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.51567740,26093.18327379
64369,STARLINK-34444,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,7.3e-05,96.11,70,0.000229,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95750615,26093.09102252
51747,STARLINK-3446,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-4.4e-05,95.44,53.21,9.2e-05,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.34127170,26092.60622593
64703,STARLINK-34470,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.5e-05,96.11,70,0.000328,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.71457075,26093.18188621
64435,STARLINK-34478,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.2e-05,96.11,70,0.000262,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95795381,26093.15823057
64427,STARLINK-34480,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,-9.2e-05,96.1,70.01,0.000198,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94944346,26093.21648183
64367,STARLINK-34483,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,4.5e-05,96.11,70,0.000229,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91576427,26093.04928385
64417,STARLINK-34487,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.00011,96.11,70,0.000278,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.87850437,26093.14555154
51744,STARLINK-3452,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-8e-06,95.44,53.21,0.000152,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.33663967,26092.60159986
64706,STARLINK-34559,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,5.8e-05,96.11,70,0.000306,2026-04-02 16:56:00+00,2026-04-03 11:09:00+00,26092.19700707,26092.86460296
51754,STARLINK-3457,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.4e-05,95.44,53.21,0.000129,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.58680129,26092.71288112
64697,STARLINK-34584,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,0.000227,96.12,69.99,0.000488,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.18448299,26093.18602432
64699,STARLINK-34600,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,6.5e-05,96.11,70,0.000322,2026-04-03 11:09:00+00,2026-04-03 13:10:00+00,26092.69354057,26092.89381731
64847,STARLINK-34746,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-3.00001e-06,95.64,97.61,0.00024,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.51791974,26093.18249764
65802,STARLINK-34919,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-0.000106,95.64,97.6,0.000131,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.36762653,26093.16513719
65197,STARLINK-34952,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.5e-05,95.64,97.59,0.000174,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.21174465,26093.20860695
65290,STARLINK-34984,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,6.7e-05,95.64,97.6,7.1e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89430752,26093.16014237
51740,STARLINK-3500,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2e-06,95.44,53.21,0.000145,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.34399508,26092.60895200
65280,STARLINK-35001,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.7e-05,95.64,97.6,6.2e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89153774,26093.15737355
65383,STARLINK-35054,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-7.6e-05,95.64,97.61,0.000229,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.60635919,26093.20449411
51751,STARLINK-3506,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,9.8e-05,95.44,53.21,0.00023,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.55930693,26093.28795021
65438,STARLINK-35068,Starlink,LEO,PLANE_CHANGE,0.0100021,-0.0100021,-0.000102,95.64,97.6,0.000195,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.55254103,26093.15067003
51753,STARLINK-3507,Starlink,LEO,PLANE_CHANGE,0,0.0100021,8e-06,95.44,53.22,0.00014,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.68442995,26093.01562507
51743,STARLINK-3512,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,4.5e-05,95.44,53.21,0.000204,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.69081423,26093.02201970
65534,STARLINK-35125,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3.2e-05,95.64,97.6,4.4e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.46350530,26093.19455720
51756,STARLINK-3513,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.6e-05,95.44,53.21,0.000155,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26092.04684042,26092.70922655
65537,STARLINK-35136,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000153,95.64,97.6,0.000254,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91489033,26093.18073238
51731,STARLINK-3514,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0,95.44,53.22,0.000131,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.59055552,26093.05423172
51742,STARLINK-3521,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1e-05,95.44,53.21,9.3e-05,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.62368625,26093.02113102
51721,STARLINK-3524,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-0.000107,95.44,53.22,6.4e-05,2026-04-02 12:55:00+00,2026-04-03 09:09:00+00,26091.64851059,26092.64210807
65596,STARLINK-35253,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-2.4e-05,95.64,97.61,8e-05,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.18248382,26093.17935447
51720,STARLINK-3526,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3.00001e-06,95.44,53.21,0.000137,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.10114635,26092.76354094
51724,STARLINK-3529,Starlink,LEO,PLANE_CHANGE,0,0.0100021,0,95.44,53.22,0.000118,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.75156040,26093.08275325
51996,STARLINK-3538,Starlink,LEO,PLANE_CHANGE,0,0.0100021,1.6e-05,95.44,53.22,0.000156,2026-04-03 09:09:00+00,2026-04-03 13:10:00+00,26092.77270865,26092.90518893
51886,STARLINK-3565,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,6e-06,95.44,53.21,0.000123,2026-04-02 20:58:00+00,2026-04-03 09:09:00+00,26092.15264370,26092.81503771
51880,STARLINK-3566,Starlink,LEO,PLANE_CHANGE,0,0.0100021,4e-06,95.44,53.22,0.00014,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.84717736,26093.17839706
51857,STARLINK-3571,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.2e-05,95.44,53.21,0.000147,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.74791529,26093.21159227
51874,STARLINK-3574,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-1.4e-05,95.44,53.21,0.000117,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.72210991,26093.18579045
51884,STARLINK-3577,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-2.7e-05,95.44,53.21,0.000134,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.42495645,26093.15358818
66831,STARLINK-35788,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-8.99998e-06,96.11,70,0.000261,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.88569271,26093.21949357
51893,STARLINK-3579,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,1.3e-05,95.44,53.21,0.000156,2026-04-02 09:19:00+00,2026-04-03 09:09:00+00,26091.72207611,26092.71566975
51781,STARLINK-3580,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,8.6e-05,95.44,53.21,0.000228,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.75796610,26093.08919965
51875,STARLINK-3585,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-7e-06,95.44,53.22,0.000159,2026-04-02 16:56:00+00,2026-04-03 09:09:00+00,26092.17010217,26092.76626005
51997,STARLINK-3589,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,3.1e-05,95.44,53.21,7.6e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.78374907,26093.18118544
67542,STARLINK-35934,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,3.2e-05,91.42,97.28,0.000229,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.43225794,26093.19458378
51894,STARLINK-3595,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-3.9e-05,95.44,53.21,9.9e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.71934753,26093.11678527
66900,STARLINK-36074,Starlink,LEO,PLANE_CHANGE,0,-0.0199966,-0.000142,94.1,53.15,0.000154,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.79804730,26093.18992442
66829,STARLINK-36084,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2.5e-05,96.11,70.01,0.000296,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.49765821,26092.89821895
67036,STARLINK-36125,Starlink,LEO,PLANE_CHANGE,0,0.0199966,-3.3e-05,94.27,43.01,0.000102,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.77732809,26093.16964753
51998,STARLINK-3618,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,5.7e-05,95.44,53.21,0.000166,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.47829961,26093.20693809
68154,STARLINK-36241,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,1.1e-05,91.42,97.28,0.000144,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92574412,26093.30691679
68145,STARLINK-36244,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,3.2e-05,91.42,97.28,0.000174,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92962566,26093.31080373
67605,STARLINK-36281,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-0.000138,93.91,97.28,0.000166,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90649714,26093.16751459
51774,STARLINK-3629,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,2.2e-05,95.44,53.21,0.000151,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.77270497,26093.10391042
67705,STARLINK-36316,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-6.3e-05,92.95,97.29,0.00022,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.88459928,26093.27215038
67970,STARLINK-36319,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,-5.8e-05,93.85,97.28,0.000228,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94135391,26093.00657493
67572,STARLINK-36350,Starlink,LEO,PLANE_CHANGE,-0.0100021,0.0100021,4.3e-05,93.9,97.29,0.000188,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.15410034
67607,STARLINK-36351,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000135,93.9,97.28,0.000243,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.93367509,26093.12944058
67978,STARLINK-36364,Starlink,LEO,PLANE_CHANGE,0,0.0100021,-1.1e-05,93.9,97.29,0.000196,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96640419,26093.29267689
67723,STARLINK-36369,Starlink,LEO,PLANE_CHANGE,-0.0100021,-0.0100021,-9.99993e-07,93.9,97.28,0.000174,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90332460,26093.09908881
67717,STARLINK-36385,Starlink,LEO,PLANE_CHANGE,0,-0.0100021,0.000117,94.01,97.28,0.000218,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.27136009
67538,STARLINK-36397,Starlink,LEO,PLANE_CHANGE,0.0199966,-0.0100021,-1e-05,91.42,97.28,9.3e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92669742,26093.24432976
67608,STARLINK-36411,Starlink,LEO,PLANE_CHANGE,0.0100021,0.0100021,3.1e-05,93.91,97.29,0.000158,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90919549,26093.17022390
67560,STARLINK-36426,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,-9.99993e-07,91.42,97.28,0.000184,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.43014039,26093.19246642
51991,STARLINK-3652,Starlink,LEO,PLANE_CHANGE,0,0.0100021,2.99999e-06,95.44,53.22,0.000177,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94752193,26093.27872222
67537,STARLINK-36561,Starlink,LEO,PLANE_CHANGE,0.0299988,-0.0100021,-0.000188,91.42,97.28,9e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.92281442,26093.24044905
67552,STARLINK-36567,Starlink,LEO,PLANE_CHANGE,0.00999451,0.0100021,-2.2e-05,91.42,97.29,0.000171,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.20814341,26093.22457726
67553,STARLINK-36569,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,0.000139,91.42,97.28,0.000467,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.43614551,26093.19846731
67536,STARLINK-36572,Starlink,LEO,PLANE_CHANGE,0.00999451,-0.0100021,0.000127,91.42,97.28,0.000307,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.66270992,26093.23446108
67539,STARLINK-36573,Starlink,LEO,PLANE_CHANGE,0.00999451,0.0100021,-0.000116,91.42,97.29,0.000214,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95034621,26093.20445816
67547,STARLINK-36584,Starlink,LEO,PLANE_CHANGE,0.00999451,0.0100021,1.1e-05,91.42,97.29,0.000185,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94258285,26093.19669568
