norad_id,name,constellation,orbit_type,maneuver_type,delta_period_min,delta_inclination,delta_eccentricity,curr_period_min,curr_inclination,curr_eccentricity,prev_fetched_at,curr_fetched_at,prev_epoch,curr_epoch
68122,STARLINK-36366,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-2.7e-05,92.58,97.29,0.000131,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67937,STARLINK-36370,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3e-06,93.9,43,8.8e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67938,STARLINK-36371,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,2.99999e-06,93.79,43,0.00013,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68025,STARLINK-36378,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,2.1e-05,92.65,97.29,0.000175,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67952,STARLINK-36381,Starlink,LEO,ALTITUDE_CHANGE,0.110001,0,3.3e-05,94.22,43,0.000151,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68037,STARLINK-36388,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0.0100021,-7e-06,92.33,97.29,0.000189,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68115,STARLINK-36392,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-8e-06,92.8,97.29,0.000176,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67859,STARLINK-36393,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1.9e-05,93.5,53.16,0.000176,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67563,STARLINK-36403,Starlink,LEO,ALTITUDE_CHANGE,0.109993,0,-7.1e-05,93.09,97.28,0.000128,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.89075642,26093.27880466
67585,STARLINK-36560,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,9.9e-05,93.91,97.28,0.000214,2026-04-02 16:56:00+00,2026-04-03 21:14:00+00,26092.12395222,26093.23296550
68017,STARLINK-36568,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,2.7e-05,92.49,97.29,0.00018,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67564,STARLINK-36593,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3.4e-05,93.44,97.28,0.000227,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67854,STARLINK-36608,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,-0.00999832,5.00001e-06,93.76,53.16,0.000167,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67847,STARLINK-36618,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,-3.2e-05,92.16,43,9.2e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67703,STARLINK-36630,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,0.000196,93.02,97.28,0.000219,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.86766197,26093.25544007
67714,STARLINK-36702,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1.6e-05,93.31,97.29,0.000163,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68285,STARLINK-36725,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-6e-06,91.1,53.16,0.000126,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67875,STARLINK-36727,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1.4e-05,93.47,53.16,0.00017,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67874,STARLINK-36730,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,-0.00999832,-1.9e-05,93.85,53.16,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67865,STARLINK-36738,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,5.3e-05,93.95,53.16,0.000168,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67867,STARLINK-36761,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,-0.00999832,5e-05,93.97,53.16,0.00018,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67868,STARLINK-36762,Starlink,LEO,ALTITUDE_CHANGE,0.120003,0,9e-06,93.98,53.16,0.000133,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67871,STARLINK-36769,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,2.99999e-06,93.88,53.16,0.000119,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67870,STARLINK-36770,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,-0.00999832,-1e-06,93.48,53.16,0.000105,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67869,STARLINK-36779,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,1.9e-05,93.86,53.16,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67866,STARLINK-36780,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-2.3e-05,93.98,53.16,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67873,STARLINK-36783,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-4e-06,93.97,53.16,0.000103,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67853,STARLINK-36785,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,-0.00999832,-1.3e-05,93.89,53.16,9.7e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67872,STARLINK-36786,Starlink,LEO,ALTITUDE_CHANGE,0.090004,-0.00999832,3.1e-05,93.68,53.16,0.000184,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68094,STARLINK-36787,Starlink,LEO,ALTITUDE_CHANGE,0.150002,0,-0.000767,91.42,53.16,0.000106,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94264464,26093.25001157
68118,STARLINK-36789,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-7e-06,92.55,97.29,0.000144,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68111,STARLINK-36791,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-2.4e-05,92.67,97.29,0.000154,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67985,STARLINK-36802,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,-3.8e-05,92.63,97.28,0.000141,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68116,STARLINK-36805,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-2.7e-05,92.72,97.29,0.000161,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68313,STARLINK-36815,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,1.4e-05,90.64,97.28,0.000157,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68070,STARLINK-36823,Starlink,LEO,ALTITUDE_CHANGE,0.439995,0,0.000411,91.52,53.16,0.000519,2026-04-02 12:55:00+00,2026-04-03 21:14:00+00,26091.26483015,26093.29176430
67953,STARLINK-36824,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1.9e-05,93.58,43,7.3e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67857,STARLINK-36828,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,1.9e-05,93.72,53.16,0.000179,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67957,STARLINK-36829,Starlink,LEO,ALTITUDE_CHANGE,0.110001,0,-0.000118,94.15,43,9.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68110,STARLINK-36830,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1.9e-05,92.7,97.29,0.000177,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67864,STARLINK-36831,Starlink,LEO,ALTITUDE_CHANGE,0.119995,0,2.7e-05,94.09,53.16,0.000125,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68109,STARLINK-36833,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-4.99999e-06,92.69,97.29,0.000163,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67959,STARLINK-36834,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1e-05,93.59,43,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67863,STARLINK-36835,Starlink,LEO,ALTITUDE_CHANGE,0.139999,0,-2.6e-05,94.11,53.16,0.000132,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67855,STARLINK-36838,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,3.5e-05,93.79,53.16,0.000146,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68125,STARLINK-36839,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,0,92.55,97.29,0.000161,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67960,STARLINK-36841,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-2.9e-05,93.56,43,0.000157,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68117,STARLINK-36844,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-3.5e-05,92.6,97.29,0.000138,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67936,STARLINK-36848,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-4e-05,93.51,43,5.6e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68304,STARLINK-36849,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-8e-06,90.66,97.28,0.000134,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68119,STARLINK-36850,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-7e-06,92.54,97.29,0.000142,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67943,STARLINK-36851,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-1.2e-05,93.87,43,0.000135,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68312,STARLINK-36854,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,2e-05,90.64,97.28,0.000151,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68121,STARLINK-36855,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1.9e-05,92.6,97.29,0.000142,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68021,STARLINK-36858,Starlink,LEO,ALTITUDE_CHANGE,0.539993,0,0.00015,91.95,97.29,0.000319,2026-03-28 23:07:00+00,2026-04-01 08:59:00+00,26083.53835390,26088.94503072
67935,STARLINK-36860,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-6e-06,93.8,43,8.8e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67949,STARLINK-36863,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-2.2e-05,93.54,43,8.2e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68120,STARLINK-36868,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-9e-06,92.51,97.29,0.00014,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67954,STARLINK-36869,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-1e-05,93.55,43,6.6e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68023,STARLINK-36871,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3.8e-05,92.54,97.29,0.000201,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67955,STARLINK-36872,Starlink,LEO,ALTITUDE_CHANGE,0.129997,0,-8e-06,94.27,43,0.000155,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67948,STARLINK-36873,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1.4e-05,93.52,43,0.000126,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68300,STARLINK-36875,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-1.6e-05,90.66,97.28,0.00013,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67962,STARLINK-36881,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-0.000356,93.91,97.28,0.000155,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.94985587,26093.25001157
68026,STARLINK-36884,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1.6e-05,92.6,97.29,0.000179,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67950,STARLINK-36887,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1e-05,93.39,43,0.000109,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68024,STARLINK-36891,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,2.2e-05,92.63,97.29,0.000175,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67944,STARLINK-36892,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,-3.9e-05,93.81,43,0.000109,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68112,STARLINK-36893,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-2.5e-05,92.66,97.29,0.00016,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68038,STARLINK-36895,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0.0100021,-2.99999e-06,92.24,97.29,0.000192,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67940,STARLINK-36907,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-1.9e-05,93.93,43,0.000101,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67945,STARLINK-36908,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-2.5e-05,93.78,43,0.000105,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67946,STARLINK-36909,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,2.7e-05,94.27,43,0.000157,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67956,STARLINK-36918,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-1.1e-05,93.91,43,0.000127,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67947,STARLINK-36920,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,-1.3e-05,93.34,43,0.000123,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68019,STARLINK-36921,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3.1e-05,92.54,97.29,0.00019,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68123,STARLINK-36922,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,1.1e-05,92.55,97.29,0.000162,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68016,STARLINK-36923,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1.8e-05,92.63,97.29,0.000174,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68054,STARLINK-36924,Starlink,LEO,ALTITUDE_CHANGE,0.119995,0,-0.000603,91.42,53.16,0.000142,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86565373,26093.25001157
67941,STARLINK-36927,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-2.3e-05,93.77,43,0.00013,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68020,STARLINK-36928,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,2.1e-05,92.49,97.29,0.000181,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68018,STARLINK-36930,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,4.1e-05,92.53,97.29,0.000181,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68279,STARLINK-36934,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1e-05,91.08,53.16,0.000117,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68032,STARLINK-36935,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-9e-06,92.14,97.28,0.000167,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68113,STARLINK-36937,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-2.9e-05,92.64,97.29,0.00014,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68027,STARLINK-36940,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,-0.0100021,-1.9e-05,92.14,97.28,0.000174,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67991,STARLINK-36941,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-4.8e-05,94.08,43,0.000114,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68030,STARLINK-36942,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,4.4e-05,92.71,97.29,0.000214,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68035,STARLINK-36943,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0.0100021,-8e-06,92.17,97.29,0.00016,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68029,STARLINK-36944,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1.9e-05,92.7,97.29,0.000177,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68033,STARLINK-36947,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,7e-06,92.3,97.29,0.000195,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67992,STARLINK-36950,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,-1.4e-05,94.27,43,0.000187,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68057,STARLINK-36954,Starlink,LEO,ALTITUDE_CHANGE,0.129997,0,0.000511,91.53,53.16,0.000571,2026-04-03 09:09:00+00,2026-04-03 21:14:00+00,26092.86563082,26093.05623729
68269,STARLINK-36962,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,1e-06,91.02,53.16,0.000103,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
67995,STARLINK-36968,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,-3.00001e-06,94.11,43,0.000145,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68272,STARLINK-36974,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1.1e-05,91.07,53.16,9.3e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68278,STARLINK-36982,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-2.3e-05,91.08,53.16,6.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68277,STARLINK-36989,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-2.9e-05,91.08,53.16,6.7e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68064,STARLINK-36996,Starlink,LEO,ALTITUDE_CHANGE,-0.0600052,0,0.000231,91.35,53.16,0.000313,2026-04-02 20:58:00+00,2026-04-03 21:14:00+00,26092.31301000,26093.13747824
68286,STARLINK-36998,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,3.99999e-06,91.09,53.16,9.7e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68268,STARLINK-36999,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,1.1e-05,91.02,53.16,0.000119,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68107,STARLINK-37005,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3.1e-05,92.8,97.29,0.000224,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68302,STARLINK-37007,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,1.1e-05,90.66,97.28,0.000149,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68289,STARLINK-37010,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,1.6e-05,91.09,53.16,0.000113,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68288,STARLINK-37016,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,2.1e-05,91.09,53.16,0.000142,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68108,STARLINK-37017,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-1.5e-05,92.72,97.29,0.000182,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68103,STARLINK-37018,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-1.6e-05,92.82,97.29,0.000199,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68273,STARLINK-37019,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,1e-05,91.07,53.16,0.000105,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68144,STARLINK-37020,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,-9.7e-05,91.18,97.28,3.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.84477259,26093.22489563
68105,STARLINK-37021,Starlink,LEO,ALTITUDE_CHANGE,0.0999985,0,2.1e-05,92.9,97.29,0.000197,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68101,STARLINK-37022,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0.0100021,-1.2e-05,92.87,97.29,0.000157,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68106,STARLINK-37024,Starlink,LEO,ALTITUDE_CHANGE,0.090004,0,-1e-05,92.76,97.29,0.000173,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68270,STARLINK-37028,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,-4.3e-05,91.05,53.16,4.5e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68271,STARLINK-37029,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,0,91.05,53.16,0.000116,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68077,STARLINK-37036,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-0.000294,91.42,53.16,0.000124,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.95618826,26093.25001157
68104,STARLINK-37041,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,-6e-06,92.77,97.29,0.0002,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68266,STARLINK-37042,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,-3e-06,91.02,53.16,8.4e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68102,STARLINK-37046,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,2.7e-05,92.83,97.29,0.000194,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68152,STARLINK-37049,Starlink,LEO,ALTITUDE_CHANGE,0.110001,0,5.4e-05,91.29,97.28,0.000166,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.90308892,26093.25001157
68159,STARLINK-37053,Starlink,LEO,ALTITUDE_CHANGE,0.0999985,0,9.8e-05,91.27,97.28,0.000162,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.96033908,26093.25001157
68280,STARLINK-37070,Starlink,LEO,ALTITUDE_CHANGE,0.0799942,0,3e-05,91.09,53.16,0.000143,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68301,STARLINK-37099,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-1.1e-05,90.66,97.28,0.000135,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68267,STARLINK-37103,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,8e-06,91.02,53.16,0.000111,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68294,STARLINK-37107,Starlink,LEO,ALTITUDE_CHANGE,0.0599976,0,-2.9e-05,90.67,97.28,0.000124,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68318,STARLINK-37113,Starlink,LEO,ALTITUDE_CHANGE,0.0699997,0,3.8e-05,90.64,97.27,0.000168,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68297,STARLINK-37115,Starlink,LEO,ALTITUDE_CHANGE,0.0500031,0,-1.1e-05,90.66,97.28,0.000132,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68299,STARLINK-37118,Starlink,LEO,ALTITUDE_CHANGE,0.0600052,0,-1.2e-05,90.66,97.28,0.000128,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68275,STARLINK-37123,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,3.99999e-06,91.07,53.16,9.9e-05,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68283,STARLINK-37124,Starlink,LEO,ALTITUDE_CHANGE,0.0899963,0,1.7e-05,91.1,53.16,0.000123,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
68276,STARLINK-37125,Starlink,LEO,ALTITUDE_CHANGE,0.0800018,0,-5e-06,91.08,53.16,0.000106,2026-04-03 13:10:00+00,2026-04-03 21:14:00+00,26092.91668981,26093.25001157
