day,norad_id,name,shell,period_min,inclination,delta_period,delta_inc
2026-03-30,56331,STARLINK-5991,97,95.69,97.6,-0.0699997,0
2026-03-30,53495,STARLINK-4429,97,95.69,97.6,-0.0599976,0
2026-03-30,53489,STARLINK-4392,97,95.69,97.61,-0.0599976,0.0100021
2026-03-30,56361,STARLINK-5550,97,95.84,97.6,-0.0500031,0
2026-03-30,53061,STARLINK-4308,97,95.64,97.6,-0.0500031,0
2026-03-30,53059,STARLINK-4320,97,95.7,97.6,-0.0500031,0
2026-03-30,53052,STARLINK-4341,97,95.84,97.6,-0.0500031,0
2026-03-30,67567,STARLINK-36352,97,93.86,97.29,0.0500031,0
2026-03-30,53234,STARLINK-4368,97,95.7,97.6,-0.0500031,0
2026-03-30,68118,STARLINK-36789,97,91.36,97.29,-0.0500031,0
2026-03-30,53671,STARLINK-4440,97,95.84,97.6,-0.0500031,0
2026-03-30,67574,STARLINK-36594,97,93.86,97.29,0.0500031,0.0100021
2026-03-30,53653,STARLINK-4390,97,95.32,97.6,-0.0400009,-0.0100021
2026-03-30,68120,STARLINK-36868,97,91.38,97.28,-0.0300064,-0.0100021
2026-03-30,53482,STARLINK-4360,97,95.66,97.61,-0.0299988,0.0100021
2026-03-30,53076,STARLINK-4347,97,95.87,97.61,-0.0299988,0.0100021
2026-03-30,67654,STARLINK-36620,97,93.86,97.28,0.0100021,-0.0100021
2026-03-30,67607,STARLINK-36351,97,93.91,97.28,0.0100021,-0.0100021
2026-03-30,67606,STARLINK-35843,97,93.9,97.29,-0.0100021,0.0100021
2026-03-30,67543,STARLINK-36581,97,91.42,97.28,0.00999451,-0.0100021
2026-03-30,67537,STARLINK-36561,97,91.42,97.29,0.00999451,0.0100021
2026-03-30,67553,STARLINK-36569,97,91.42,97.28,0.00999451,-0.0100021
2026-03-30,67610,STARLINK-36387,97,91.41,97.28,-0.00999451,-0.0100021
2026-03-30,67555,STARLINK-36559,97,91.41,97.29,0,0.0100021
2026-03-30,68033,STARLINK-36947,97,91.41,97.29,0,0.0100021
2026-03-30,68028,STARLINK-36253,97,93.91,97.29,0,0.0100021
2026-03-30,68027,STARLINK-36940,97,91.41,97.28,0,-0.0100021
2026-03-30,53667,STARLINK-4406,97,95.33,97.61,0,0.0100021
2026-03-30,53655,STARLINK-4470,97,95.35,97.6,0,-0.0100021
2026-03-30,67703,STARLINK-36630,97,92.95,97.29,0,0.0100021
2026-03-30,67670,STARLINK-36596,97,93.85,97.28,0,-0.0100021
2026-03-30,67667,STARLINK-36622,97,93.91,97.28,0,-0.0100021
2026-03-30,67661,STARLINK-36674,97,93.91,97.28,0,-0.0100021
2026-03-30,67655,STARLINK-36720,97,93.91,97.28,0,-0.0100021
2026-03-30,67612,STARLINK-36407,97,93.91,97.29,0,0.0100021
2026-03-30,67611,STARLINK-36636,97,93.85,97.29,0,0.0100021
2026-03-30,67609,STARLINK-36312,97,93.91,97.28,0,-0.0100021
2026-03-30,67608,STARLINK-36411,97,93.91,97.28,0,-0.0100021
2026-03-30,67597,STARLINK-36384,97,93.9,97.29,0,0.0100021
2026-03-30,67596,STARLINK-36629,97,93.85,97.28,0,-0.0100021
2026-03-30,67594,STARLINK-36638,97,93.85,97.29,0,0.0100021
2026-03-30,67592,STARLINK-36603,97,93.91,97.28,0,-0.0100021
2026-03-30,67590,STARLINK-36376,97,93.91,97.28,0,-0.0100021
2026-03-30,67583,STARLINK-36577,97,92.95,97.29,0,0.0100021
2026-03-30,68124,STARLINK-36938,97,91.42,97.29,0,0.0100021
2026-03-30,67560,STARLINK-36426,97,91.41,97.28,0,-0.0100021
2026-03-30,67983,STARLINK-36867,97,92.95,97.29,0,0.0100021
2026-03-30,65401,STARLINK-34909,97,95.64,97.6,0,-0.0100021
2026-03-30,67549,STARLINK-36564,97,91.41,97.29,0,0.0100021
2026-03-30,67544,STARLINK-36565,97,91.42,97.28,0,-0.0100021
2026-03-30,67536,STARLINK-36572,97,91.41,97.29,0,0.0100021
2026-03-30,64844,STARLINK-34709,97,95.64,97.61,0,0.0100021
2026-03-30,67535,STARLINK-36574,97,91.42,97.28,0,-0.0100021
2026-03-30,64936,STARLINK-34529,97,95.64,97.6,0,-0.0100021
2026-03-30,64950,STARLINK-34586,97,95.64,97.61,0,0.0100021
2026-03-30,65183,STARLINK-34939,97,95.64,97.6,0,-0.0100021
2026-03-30,65184,STARLINK-34947,97,95.64,97.6,0,-0.0100021
2026-03-30,65185,STARLINK-34945,97,95.64,97.6,0,-0.0100021
2026-03-30,67962,STARLINK-36881,97,93.91,97.29,0,0.0100021
2026-03-30,65187,STARLINK-34915,97,95.64,97.6,0,-0.0100021
2026-03-30,68230,STARLINK-37100,97,91.09,97.29,0,0.0100021
2026-03-30,65281,STARLINK-35010,97,95.64,97.6,0,-0.0100021
2026-03-30,68160,STARLINK-36306,97,91.42,97.29,0,0.0100021
2026-03-30,65380,STARLINK-35051,97,95.64,97.61,0,0.0100021
2026-03-30,65385,STARLINK-35073,97,95.64,97.6,0,-0.0100021
2026-03-30,65387,STARLINK-34703,97,95.64,97.6,0,-0.0100021
2026-03-30,65813,STARLINK-35215,97,95.64,97.61,0,0.0100021
2026-03-30,65394,STARLINK-35058,97,95.64,97.61,0,0.0100021
2026-03-30,65653,STARLINK-34210,97,95.64,97.61,0,0.0100021
2026-03-30,65600,STARLINK-35229,97,95.64,97.61,0,0.0100021
2026-03-30,65397,STARLINK-34940,97,95.64,97.6,0,-0.0100021
2026-03-30,68166,STARLINK-36273,97,91.42,97.29,0,0.0100021
2026-03-30,65596,STARLINK-35253,97,95.64,97.6,0,-0.0100021
2026-03-30,65592,STARLINK-35267,97,95.64,97.61,0,0.0100021
2026-03-31,63555,STARLINK-11687 [DTC],43,88.17,42.98,-0.830002,0
2026-03-31,58522,STARLINK-31023,43,88.71,42.99,-0.770004,-0.00999832
2026-03-31,57350,STARLINK-6362,43,95.32,43,-0.489998,0
2026-03-31,63555,STARLINK-11687 [DTC],43,89,42.98,-0.379997,-0.0100021
2026-03-31,58456,STARLINK-30960,43,88.68,42.98,-0.269997,0
2026-03-31,56824,STARLINK-30120,43,94.32,43,0.230003,0
2026-03-31,67991,STARLINK-36941,43,93.14,43,0.229996,0
2026-03-31,54841,STARLINK-4659,43,94.15,43,-0.169998,0
2026-03-31,54841,STARLINK-4659,43,94.32,43,0.169998,0
2026-03-31,67937,STARLINK-36370,43,93.06,43,0.159996,0
2026-03-31,67643,STARLINK-36533,43,94.09,43,-0.150002,0
2026-03-31,68013,STARLINK-36967,43,93.46,43,0.150002,0
2026-03-31,67992,STARLINK-36950,43,93.55,43,0.139999,0
2026-03-31,67643,STARLINK-36533,43,94.22,43,0.130005,0
2026-03-31,68000,STARLINK-36931,43,94.18,43,0.129997,0
2026-03-31,56528,STARLINK-6337,43,95.69,43,-0.129997,0
2026-03-31,58522,STARLINK-31023,43,88.58,42.99,-0.129997,0
2026-03-31,57261,STARLINK-5485,43,94.32,43,0.129997,0
2026-03-31,68002,STARLINK-36898,43,94.27,43,0.119995,0
2026-03-31,57108,STARLINK-6099,43,95.8,43,-0.119995,0
2026-03-31,57116,STARLINK-6129,43,95.67,43,-0.110001,0
2026-03-31,55487,STARLINK-5701,43,94.32,43,-0.110001,0
2026-03-31,55487,STARLINK-5701,43,94.43,43,0.110001,0
2026-03-31,58456,STARLINK-30960,43,88.95,42.98,-0.100006,0
2026-03-31,67938,STARLINK-36371,43,92.97,43,0.0999985,0
2026-03-31,57110,STARLINK-6134,43,95.68,43,-0.0999985,0
2026-03-31,67992,STARLINK-36950,43,93.66,43,0.090004,0
2026-03-31,67934,STARLINK-36861,43,93.62,43,0.090004,0
2026-03-31,56144,STARLINK-5374,43,94.32,43,-0.090004,0
2026-03-31,67988,STARLINK-36734,43,93.69,43,0.090004,0
2026-03-31,57362,STARLINK-6343,43,95.34,43,-0.090004,0
2026-03-31,67942,STARLINK-36914,43,93.61,43,0.090004,0
2026-03-31,67998,STARLINK-36988,43,93.98,43,0.090004,0
2026-03-31,67951,STARLINK-36897,43,93.57,43,0.0899963,0
2026-03-31,67993,STARLINK-36975,43,93.71,43,0.0899963,0
2026-03-31,67991,STARLINK-36941,43,93.25,43,0.0899963,0
2026-03-31,68012,STARLINK-36936,43,94.06,43,0.0899963,0
2026-03-31,67997,STARLINK-36994,43,93.78,43,0.0899963,0
2026-03-31,67999,STARLINK-36926,43,93.75,43,0.0899963,0
2026-03-31,67946,STARLINK-36909,43,93.42,43,0.0899963,0
2026-03-31,67932,STARLINK-36301,43,93.82,43,0.0899963,0
2026-03-31,67958,STARLINK-36799,43,93.53,43,0.0899963,0
2026-03-31,54830,STARLINK-5394,43,94.33,43,-0.0800018,0
2026-03-31,63765,STARLINK-33941,43,94.35,43,0.0800018,0
2026-03-31,63765,STARLINK-33941,43,94.27,43,-0.0800018,0
2026-03-31,57108,STARLINK-6099,43,95.92,43,0.0800018,0
2026-03-31,67955,STARLINK-36872,43,93.39,43,0.0800018,0
2026-03-31,56688,STARLINK-30122,43,94.27,43,-0.0800018,0
2026-03-31,56107,STARLINK-6030,43,94.33,43,-0.0800018,0
2026-03-31,67990,STARLINK-36951,43,94.23,43,0.0800018,0
2026-03-31,68011,STARLINK-36991,43,93.46,43,0.0800018,0
2026-03-31,56306,STARLINK-30112,43,94.32,43,0.0800018,0
2026-03-31,55571,STARLINK-5739,43,94.38,43,-0.0800018,0
2026-03-31,68013,STARLINK-36967,43,93.56,43,0.0799942,0
2026-03-31,68011,STARLINK-36991,43,93.36,43,0.0699997,0
2026-03-31,67999,STARLINK-36926,43,93.64,43,0.0699997,0
2026-03-31,57151,STARLINK-5776,43,94.32,43,0.0699997,0
2026-03-31,57151,STARLINK-5776,43,94.25,43,-0.0699997,0
2026-03-31,68000,STARLINK-36931,43,93.99,43,0.0699997,0
2026-03-31,54826,STARLINK-5107,43,94.38,43,-0.0699997,0
2026-03-31,68013,STARLINK-36967,43,93.63,43,0.0699997,0
2026-03-31,54834,STARLINK-5386,43,94.33,43,-0.0699997,0
2026-03-31,67955,STARLINK-36872,43,93.29,43,0.0699997,0
2026-03-31,57153,STARLINK-5879,43,94.38,43,-0.0699997,0
2026-03-31,58508,STARLINK-31026,43,94.32,43,-0.0699997,0
2026-03-31,67993,STARLINK-36975,43,93.6,43,0.0699997,0
2026-03-31,63135,STARLINK-11610 [DTC],43,91.6,43,-0.0699997,0
2026-03-31,55495,STARLINK-5100,43,95.3,43,0.0600052,-0.00999832
2026-03-31,56003,STARLINK-5789,43,94.52,43,-0.0600052,0
2026-03-31,67988,STARLINK-36734,43,93.58,43,0.0600052,0
2026-03-31,56540,STARLINK-6136,43,94.42,43,-0.0600052,0
2026-03-31,67937,STARLINK-36370,43,93.12,43,0.0600052,0
2026-03-31,56536,STARLINK-6312,43,94.42,43,-0.0600052,0
2026-03-31,56013,STARLINK-5941,43,94.59,43,-0.0600052,0
2026-03-31,56108,STARLINK-6081,43,94.38,43,-0.0600052,0
2026-03-31,67998,STARLINK-36988,43,93.87,43,0.0600052,0
2026-03-31,67934,STARLINK-36861,43,93.51,43,0.0600052,0
2026-03-31,55573,STARLINK-5738,43,94.38,43,-0.0600052,0
2026-03-31,56293,STARLINK-30090,43,90.81,43,-0.0600052,0
2026-03-31,55575,STARLINK-5745,43,94.38,43,-0.0600052,0
2026-03-31,67946,STARLINK-36909,43,93.48,43,0.0600052,0
2026-03-31,67932,STARLINK-36301,43,93.88,43,0.0599976,0
2026-03-31,67958,STARLINK-36799,43,93.59,43,0.0599976,0
2026-03-31,67958,STARLINK-36799,43,93.42,43,0.0599976,0
2026-03-31,67934,STARLINK-36861,43,93.68,43,0.0599976,0
2026-03-31,67955,STARLINK-36872,43,93.45,43,0.0599976,0
2026-03-31,67951,STARLINK-36897,43,93.63,43,0.0599976,0
2026-03-31,56010,STARLINK-5968,43,94.48,43,-0.0599976,0
2026-03-31,67951,STARLINK-36897,43,93.46,43,0.0599976,0
2026-03-31,67988,STARLINK-36734,43,93.75,43,0.0599976,0
2026-03-31,68011,STARLINK-36991,43,93.52,43,0.0599976,0
2026-03-31,67991,STARLINK-36941,43,93.31,43,0.0599976,0
2026-03-31,67992,STARLINK-36950,43,93.72,43,0.0599976,0
2026-03-31,67993,STARLINK-36975,43,93.77,43,0.0599976,0
2026-03-31,67997,STARLINK-36994,43,93.67,43,0.0599976,0
2026-03-31,67997,STARLINK-36994,43,93.84,43,0.0599976,0
2026-03-31,67946,STARLINK-36909,43,93.31,43,0.0599976,0
2026-03-31,57434,STARLINK-30102,43,94.27,43,0.0599976,0
2026-03-31,68012,STARLINK-36936,43,93.95,43,0.0599976,0
2026-03-31,67999,STARLINK-36926,43,93.81,43,0.0599976,0
2026-03-31,67942,STARLINK-36914,43,93.67,43,0.0599976,0
2026-03-31,67942,STARLINK-36914,43,93.5,43,0.0599976,0
2026-03-31,67932,STARLINK-36301,43,93.71,43,0.0599976,0
2026-03-31,54847,STARLINK-5061,43,94.5,43,-0.0599976,0
2026-03-31,59231,STARLINK-31304,43,90,42.98,-0.0500031,0
2026-03-31,57339,STARLINK-6332,43,94.7,43,-0.0500031,0
2026-03-31,57361,STARLINK-6340,43,95.46,43,-0.0500031,0
2026-03-31,56007,STARLINK-5806,43,94.38,43,-0.0500031,0
2026-03-31,56542,STARLINK-6266,43,94.38,43,-0.0500031,0
2026-03-31,67832,STARLINK-36662,43,92.87,43,0.0500031,0
2026-03-31,58003,STARLINK-30546,43,92.57,43,-0.0500031,0
2026-03-31,68012,STARLINK-36936,43,94.11,43,0.0500031,0
2026-03-31,57344,STARLINK-6380,43,94.38,43,-0.0500031,0
2026-03-31,57151,STARLINK-5776,43,94.32,43,0.0500031,0
2026-03-31,59538,STARLINK-31725,43,91.71,42.99,-0.0500031,0
2026-03-31,55572,STARLINK-5732,43,94.42,43,-0.0500031,0
2026-03-31,55569,STARLINK-5749,43,94.38,43,-0.0500031,0
2026-03-31,55333,STARLINK-5493,43,94.32,43,-0.0500031,0
2026-03-31,56000,STARLINK-5910,43,94.63,43,-0.0500031,0
2026-03-31,57829,STARLINK-30418,43,94.29,42.99,-0.0199966,-0.0199966
2026-03-31,67103,STARLINK-36256,43,94.26,43.01,-0.00999451,-0.0100021
2026-03-31,67103,STARLINK-36256,43,94.27,43.02,0,0.0100021
2026-03-31,58180,STARLINK-30806,43,94.27,43.01,0,0.0199966
2026-03-31,67030,STARLINK-36138,43,94.26,43.01,0,0.0199966
2026-03-31,60139,STARLINK-31867,53,88.67,53.13,-0.800003,0
2026-03-31,68096,STARLINK-36328,53,91.42,53.16,0.360001,0
2026-03-31,68097,STARLINK-36853,53,91.41,53.16,0.330002,0
2026-03-31,68069,STARLINK-36766,53,91.41,53.16,0.280006,0
2026-03-31,53150,STARLINK-4038,53,87.67,53.19,-0.270004,0
2026-03-31,44758,STARLINK-1053,53,88.87,53.02,-0.269997,0
2026-03-31,53150,STARLINK-4038,53,87.94,53.19,-0.259995,0
2026-03-31,53150,STARLINK-4038,53,87.43,53.18,-0.239998,-0.00999832
2026-03-31,49423,STARLINK-3149,53,88.01,53.2,-0.239998,0
2026-03-31,49423,STARLINK-3149,53,87.8,53.2,-0.209999,0
2026-03-31,65414,STARLINK-34411,53,89.14,53.12,-0.18,-0.0100021
2026-03-31,68046,STARLINK-36321,53,91.42,53.16,-0.150002,0
2026-03-31,65414,STARLINK-34411,53,89.32,53.13,-0.150002,0
2026-03-31,68052,STARLINK-35808,53,91.42,53.16,0.139999,0
2026-03-31,53150,STARLINK-4038,53,88.2,53.19,-0.130005,0
2026-03-31,49423,STARLINK-3149,53,88.33,53.2,-0.129997,0
2026-03-31,66402,STARLINK-35644,53,92.28,53.16,-0.120003,0
2026-03-31,67859,STARLINK-36393,53,92.95,53.16,0.119995,0
2026-03-31,68250,STARLINK-37087,53,91.32,53.16,0.110001,0
2026-03-31,68250,STARLINK-37087,53,91.2,53.16,0.110001,0
2026-03-31,47572,STARLINK-1971,53,88.94,53.03,-0.110001,0
2026-03-31,66402,STARLINK-35644,53,92.43,53.16,-0.110001,0
2026-03-31,68054,STARLINK-36924,53,91.42,53.16,0.110001,0
2026-03-31,53418,STARLINK-4481,53,95.44,53.22,0.110001,0
2026-03-31,63440,STARLINK-33743,53,94.11,53.16,0.110001,0
2026-03-31,52289,STARLINK-3751,53,95.54,53.22,0.0999985,0
2026-03-31,44758,STARLINK-1053,53,89.14,53.02,-0.090004,0
2026-03-31,67855,STARLINK-36838,53,92.91,53.16,0.090004,0
2026-03-31,67866,STARLINK-36780,53,93.15,53.16,0.090004,0
2026-03-31,67853,STARLINK-36785,53,93.04,53.16,0.090004,0
2026-03-31,67863,STARLINK-36835,53,93.23,53.16,0.090004,0
2026-03-31,67867,STARLINK-36761,53,93.13,53.16,0.0899963,0
2026-03-31,46344,STARLINK-1765,53,89.26,53.03,-0.0899963,0
2026-03-31,67868,STARLINK-36762,53,93.13,53.16,0.0899963,0
2026-03-31,67871,STARLINK-36769,53,93.03,53.16,0.0899963,0
2026-03-31,67861,STARLINK-36325,53,93.25,53.16,0.0899963,0
2026-03-31,67864,STARLINK-36831,53,93.21,53.16,0.0899963,0
2026-03-31,68234,STARLINK-37101,53,91.16,53.16,0.0800018,0
2026-03-31,47133,STARLINK-1843,53,89.6,53.04,-0.0800018,0
2026-03-31,67878,STARLINK-36689,53,93.28,53.16,0.0800018,0
2026-03-31,67865,STARLINK-36738,53,93.01,53.16,0.0800018,0
2026-03-31,67865,STARLINK-36738,53,93.11,53.16,0.0800018,0
2026-03-31,67876,STARLINK-36743,53,93.3,53.16,0.0800018,0
2026-03-31,67874,STARLINK-36730,53,93,53.16,0.0800018,0
2026-03-31,67873,STARLINK-36783,53,93.12,53.16,0.0800018,0
2026-03-31,67857,STARLINK-36828,53,92.87,53.16,0.0800018,0
2026-03-31,61056,STARLINK-11156 [DTC],53,91.6,53.16,0.0800018,0
2026-03-31,67869,STARLINK-36779,53,93.01,53.16,0.0800018,-0.00999832
2026-03-31,67860,STARLINK-35873,53,93.25,53.16,0.0800018,-0.00999832
2026-03-31,66402,STARLINK-35644,53,92.2,53.16,-0.0800018,0
2026-03-31,68257,STARLINK-36745,53,91.42,53.16,0.0800018,0
2026-03-31,68087,STARLINK-37062,53,91.22,53.16,0.0800018,0
2026-03-31,68087,STARLINK-37062,53,91.3,53.16,0.0800018,0
2026-03-31,68250,STARLINK-37087,53,91.4,53.16,0.0800018,0
2026-03-31,46344,STARLINK-1765,53,89.41,53.03,-0.0799942,0
2026-03-31,67862,STARLINK-36332,53,93.24,53.16,0.0799942,0
2026-03-31,68257,STARLINK-36745,53,91.32,53.16,0.0699997,0
2026-03-31,67857,STARLINK-36828,53,92.77,53.16,0.0699997,0
2026-03-31,46038,STARLINK-1567,53,92.35,53.09,-0.0699997,0
2026-03-31,67860,STARLINK-35873,53,93.32,53.16,0.0699997,0
2026-03-31,62871,STARLINK-32814,53,94.11,53.16,0.0699997,0
2026-03-31,67860,STARLINK-35873,53,93.15,53.17,0.0699997,0.00999832
2026-03-31,67865,STARLINK-36738,53,93.18,53.16,0.0699997,0
2026-03-31,67876,STARLINK-36743,53,93.2,53.16,0.0699997,0
2026-03-31,67862,STARLINK-36332,53,93.31,53.16,0.0699997,0
2026-03-31,67878,STARLINK-36689,53,93.18,53.16,0.0699997,0
2026-03-31,46717,STARLINK-1820,53,89.46,53.03,-0.0699997,0
2026-03-31,67867,STARLINK-36761,53,93.03,53.16,0.0699997,0
2026-03-31,67873,STARLINK-36783,53,93.02,53.16,0.0699997,0
2026-03-31,67862,STARLINK-36332,53,93.14,53.17,0.0699997,0.00999832
2026-03-31,67868,STARLINK-36762,53,93.02,53.16,0.0699997,0
2026-03-31,67854,STARLINK-36608,53,92.84,53.16,0.0699997,0
2026-03-31,67868,STARLINK-36762,53,93.19,53.16,0.0600052,0
2026-03-31,67863,STARLINK-36835,53,93.12,53.16,0.0600052,0
2026-03-31,68278,STARLINK-36982,53,90.48,53.16,0.0600052,0
2026-03-31,46344,STARLINK-1765,53,89.35,53.03,-0.0600052,0
2026-03-31,67867,STARLINK-36761,53,93.19,53.16,0.0600052,0
2026-03-31,68286,STARLINK-36998,53,90.44,53.16,0.0600052,0
2026-03-31,67864,STARLINK-36831,53,93.27,53.16,0.0599976,0
2026-03-31,65414,STARLINK-34411,53,89.47,53.13,-0.0599976,0
2026-03-31,67866,STARLINK-36780,53,93.04,53.16,0.0599976,0
2026-03-31,68282,STARLINK-37160,53,90.47,53.16,0.0599976,0
2026-03-31,67876,STARLINK-36743,53,93.36,53.16,0.0599976,0
2026-03-31,68285,STARLINK-36725,53,90.45,53.16,0.0599976,0
2026-03-31,68272,STARLINK-36974,53,90.5,53.16,0.0599976,0
2026-03-31,68275,STARLINK-37123,53,90.49,53.16,0.0599976,0
2026-03-31,47572,STARLINK-1971,53,89.11,53.03,-0.0599976,0
2026-03-31,67864,STARLINK-36831,53,93.1,53.17,0.0599976,0.00999832
2026-03-31,67857,STARLINK-36828,53,92.93,53.16,0.0599976,0
2026-03-31,67866,STARLINK-36780,53,93.21,53.16,0.0599976,0
2026-03-31,67863,STARLINK-36835,53,93.29,53.16,0.0599976,0
2026-03-31,49423,STARLINK-3149,53,88.25,53.2,-0.0599976,0
2026-03-31,67878,STARLINK-36689,53,93.34,53.16,0.0599976,0
2026-03-31,67874,STARLINK-36730,53,93.06,53.16,0.0599976,0
2026-03-31,67855,STARLINK-36838,53,93,53.16,0.0599976,0
2026-03-31,67869,STARLINK-36779,53,93.07,53.16,0.0599976,0
2026-03-31,68280,STARLINK-37070,53,90.47,53.16,0.0599976,0
2026-03-31,68289,STARLINK-37010,53,90.43,53.16,0.0599976,0
2026-03-31,67871,STARLINK-36769,53,93.09,53.16,0.0599976,0
2026-03-31,68283,STARLINK-37124,53,90.46,53.16,0.0599976,0
2026-03-31,67861,STARLINK-36325,53,93.14,53.16,0.0599976,0
2026-03-31,67861,STARLINK-36325,53,93.31,53.16,0.0599976,0
2026-03-31,67873,STARLINK-36783,53,93.18,53.16,0.0599976,0
2026-03-31,67853,STARLINK-36785,53,93.1,53.16,0.0599976,0
2026-03-31,68269,STARLINK-36962,53,90.5,53.16,0.0500031,0
2026-03-31,67854,STARLINK-36608,53,92.97,53.16,0.0500031,0
2026-03-31,68277,STARLINK-36989,53,90.47,53.16,0.0500031,0
2026-03-31,68271,STARLINK-37029,53,90.5,53.16,0.0500031,0
2026-03-31,68270,STARLINK-37028,53,90.5,53.16,0.0500031,0
2026-03-31,46117,STARLINK-1585,53,89.93,53.03,-0.0500031,0
2026-03-31,68279,STARLINK-36934,53,90.48,53.16,0.0500031,0
2026-03-31,68288,STARLINK-37016,53,90.44,53.16,0.0500031,0
2026-03-31,48592,STARLINK-2249,53,94.64,53.05,-0.0500031,0
2026-03-31,68287,STARLINK-37165,53,90.43,53.16,0.0500031,0
2026-03-31,68267,STARLINK-37103,53,90.51,53.16,0.0500031,0
2026-03-31,68276,STARLINK-37125,53,90.48,53.16,0.0500031,0
2026-03-31,47572,STARLINK-1971,53,88.85,53.03,-0.0500031,0
2026-03-31,67859,STARLINK-36393,53,92.8,53.16,0.0500031,0
2026-03-31,68091,STARLINK-36324,53,91.36,53.16,-0.0500031,0
2026-03-31,52673,STARLINK-3976,53,95.44,53.21,0.0500031,-0.0100021
2026-03-31,68091,STARLINK-36324,53,91.41,53.16,0.0500031,0
2026-03-31,47736,STARLINK-2147,53,94.13,53.08,-0.0400009,0.0100021
2026-03-31,48584,STARLINK-2238,53,92.67,53.05,-0.0400009,-0.0100021
2026-03-31,53965,STARLINK-4578,53,90.11,53.21,-0.0400009,-0.0100021
2026-03-31,47728,STARLINK-2131,53,93.97,53.08,-0.0299988,0.0100021
2026-03-31,47622,STARLINK-1645,53,90.27,53.03,-0.0200043,-0.0100021
2026-03-31,47736,STARLINK-2147,53,94.16,53.08,-0.0199966,0.0100021
2026-03-31,63382,STARLINK-33633,53,90.76,53.14,-0.0199966,-0.0100021
2026-03-31,67873,STARLINK-36783,53,92.95,53.16,0.0199966,-0.0200005
2026-03-31,47371,STARLINK-2088,53,95.35,53.07,0.0100021,-0.0100021
2026-03-31,51148,STARLINK-3359,53,95.36,53.22,-0.0100021,0.0100021
2026-03-31,54761,STARLINK-5202,53,95.43,53.22,-0.0100021,0.0100021
2026-03-31,67865,STARLINK-36738,53,92.93,53.16,0.0100021,-0.0200005
2026-03-31,53965,STARLINK-4578,53,90.07,53.22,-0.0100021,0.0100021
2026-03-31,52642,STARLINK-3971,53,95.44,53.21,-0.00999451,-0.0100021
2026-03-31,46700,STARLINK-1800,53,90.58,53.03,-0.00999451,-0.0100021
2026-03-31,47736,STARLINK-2147,53,94.17,53.07,0.00999451,-0.0100021
2026-03-31,48584,STARLINK-2238,53,92.66,53.06,-0.00999451,0.0100021
2026-03-31,46076,STARLINK-1552,53,95.58,53.05,-0.00999451,-0.0100021
2026-03-31,49443,STARLINK-3136,53,95.44,53.21,0,-0.0100021
2026-03-31,54096,STARLINK-5188,53,95.44,53.21,0,-0.0100021
2026-03-31,54096,STARLINK-5188,53,95.44,53.22,0,0.0100021
2026-03-31,52673,STARLINK-3976,53,95.44,53.22,0,0.0100021
2026-03-31,48315,STARLINK-2506,53,95.59,53.06,0,0.0100021
2026-03-31,48304,STARLINK-2524,53,95.59,53.06,0,0.0100021
2026-03-31,47386,STARLINK-2106,53,95.59,53.05,0,-0.0100021
2026-03-31,47386,STARLINK-2106,53,95.59,53.06,0,0.0100021
2026-03-31,47386,STARLINK-2106,53,95.59,53.05,0,-0.0100021
2026-03-31,53636,STARLINK-4586,53,95.43,53.21,0,-0.0100021
2026-03-31,48316,STARLINK-2507,53,95.59,53.06,0,0.0100021
2026-03-31,48316,STARLINK-2507,53,95.59,53.05,0,-0.0100021
2026-03-31,53843,STARLINK-4769,53,95.44,53.22,0,0.0100021
2026-03-31,53840,STARLINK-4766,53,95.44,53.22,0,0.0100021
2026-03-31,47845,STARLINK-2453,53,95.59,53.05,0,-0.0100021
2026-03-31,51814,STARLINK-3599,53,95.44,53.22,0,0.0100021
2026-03-31,51814,STARLINK-3599,53,95.44,53.21,0,-0.0100021
2026-03-31,53840,STARLINK-4766,53,95.44,53.21,0,-0.0100021
2026-03-31,51750,STARLINK-3505,53,95.44,53.22,0,0.0100021
2026-03-31,53840,STARLINK-4766,53,95.44,53.22,0,0.0100021
2026-03-31,53712,STARLINK-4683,53,95.44,53.21,0,-0.0100021
2026-03-31,47831,STARLINK-2420,53,95.59,53.05,0,-0.0100021
2026-03-31,51747,STARLINK-3446,53,95.44,53.21,0,-0.0100021
2026-03-31,53278,STARLINK-4180,53,95.44,53.22,0,0.0100021
2026-03-31,47831,STARLINK-2420,53,95.59,53.06,0,0.0100021
2026-03-31,47823,STARLINK-2408,53,95.59,53.05,0,-0.0100021
2026-03-31,53266,STARLINK-4058,53,95.44,53.22,0,0.0100021
2026-03-31,53266,STARLINK-4058,53,95.44,53.21,0,-0.0100021
2026-03-31,47384,STARLINK-2104,53,95.59,53.05,0,-0.0100021
2026-03-31,53908,STARLINK-5057,53,95.44,53.21,0,-0.0100021
2026-03-31,53266,STARLINK-4058,53,95.44,53.22,0,0.0100021
2026-03-31,53266,STARLINK-4058,53,95.44,53.21,0,-0.0100021
2026-03-31,48584,STARLINK-2238,53,92.71,53.06,0,0.0100021
2026-03-31,47823,STARLINK-2408,53,95.59,53.06,0,0.0100021
2026-03-31,53247,STARLINK-4061,53,95.44,53.22,0,0.0100021
2026-03-31,51735,STARLINK-3517,53,95.44,53.22,0,0.0100021
2026-03-31,52373,STARLINK-3550,53,95.44,53.21,0,-0.0100021
2026-03-31,52373,STARLINK-3550,53,95.44,53.22,0,0.0100021
